Model,0.05,0.1,0.15,0.2,0.3
Autoencoder,0.3785714285714285,0.1571428571428571,,0.1107142857142856,-0.1035714285714285
Isolation Forest,0.7071428571428571,0.5678571428571427,0.4785714285714285,0.5035714285714286,0.4535714285714285
One-Class SVM,0.0928571428571428,-0.1178571428571428,,-0.0857142857142857,-0.1892857142857142
